ts,event,picks_sha256,outcomes_sha256,paths_sha256,prev_chain,chain
2026-08-07T01:00:41.074070+00:00,grade,0de48da98367a38c0b1ab1305a6d4a4161a3ecf7b88005158ec89907184c5536,8add259889bcf0c49cac522c9d8e72f66e7d8bf33ae22b442fb1ddacf17cd9ae,2b9e230162e2d0e22b33f35cd47560b46bc2bc060ccda3c9f7ae42d7d5c6ce90,e99a3d4817a03f473bd3224a43bf1a8fde988fe71008de988e469c865a6a4b27,77ab9f8243674da0e9199b401b10f335456995b5b0a017740032fe5994e23ede
2026-08-07T11:36:59.933806+00:00,scan,b1cad5e1697b09bdbc50ecb91c4fb1b7eda655eaa0f3343f33632ec22b511b15,8add259889bcf0c49cac522c9d8e72f66e7d8bf33ae22b442fb1ddacf17cd9ae,2b9e230162e2d0e22b33f35cd47560b46bc2bc060ccda3c9f7ae42d7d5c6ce90,77ab9f8243674da0e9199b401b10f335456995b5b0a017740032fe5994e23ede,a312973fadb430136ecb9e1345ea8b9db12e6c99865462b600c45076aa9dc8d9
2026-08-07T21:34:36.485049+00:00,grade,b1cad5e1697b09bdbc50ecb91c4fb1b7eda655eaa0f3343f33632ec22b511b15,e193a9cd568f7fa465335be342ac78335ba691d6e9eb012d02faac7f99dcd5de,515bd548c662aaba0ea8d82f52510fdcca8d2315cd26ddd215610f7c7e0f784f,a312973fadb430136ecb9e1345ea8b9db12e6c99865462b600c45076aa9dc8d9,04e4d8dc38c3659c0a0e70e2e3a457ae974566bdfc91560adb34cde5a5b07d87
2026-08-08T14:32:18.165734+00:00,report,b1cad5e1697b09bdbc50ecb91c4fb1b7eda655eaa0f3343f33632ec22b511b15,e193a9cd568f7fa465335be342ac78335ba691d6e9eb012d02faac7f99dcd5de,515bd548c662aaba0ea8d82f52510fdcca8d2315cd26ddd215610f7c7e0f784f,04e4d8dc38c3659c0a0e70e2e3a457ae974566bdfc91560adb34cde5a5b07d87,e7aca981e57ce1e59594491b80475856c4c6e1456cb69fb38b493e235baa637e
2026-08-10T11:40:30.347870+00:00,scan,b515badbd2b788895e3005575742a4207bfdc5b273f9dd6ce8550a204816d6ce,e193a9cd568f7fa465335be342ac78335ba691d6e9eb012d02faac7f99dcd5de,515bd548c662aaba0ea8d82f52510fdcca8d2315cd26ddd215610f7c7e0f784f,e7aca981e57ce1e59594491b80475856c4c6e1456cb69fb38b493e235baa637e,9a0e7567692ddbb263b05bc08399a716f6ceef8ae230edbd566284a7128064cd
2026-08-10T21:36:57.176779+00:00,grade,b515badbd2b788895e3005575742a4207bfdc5b273f9dd6ce8550a204816d6ce,06796352d9d669306ce820a02ee83d3f0d3db07536d0ff50516ab03e9d7f5999,69310232447ce59bf4add0d3b0d81170f63efecc665ce8388282cfb467705f89,9a0e7567692ddbb263b05bc08399a716f6ceef8ae230edbd566284a7128064cd,a198d377704e8acff988b5c666e6bc9a08ea3416cb8760bbd1f6916f36490aae
2026-08-11T11:35:57.991944+00:00,scan,9c95982547d56974febe5f93033898fc6fabf645d6ba48ddb63cff45e96c848c,06796352d9d669306ce820a02ee83d3f0d3db07536d0ff50516ab03e9d7f5999,69310232447ce59bf4add0d3b0d81170f63efecc665ce8388282cfb467705f89,a198d377704e8acff988b5c666e6bc9a08ea3416cb8760bbd1f6916f36490aae,c75a25dc2d15a79055f1b582f2b91e9ff3e4b410ffb4ee4079fe77fe53657106
2026-08-11T21:40:59.648168+00:00,grade,9c95982547d56974febe5f93033898fc6fabf645d6ba48ddb63cff45e96c848c,6cebd8472fb13176559f4f852c2b041eb8393bedae374fad82381d2f2d750251,ca1f8dc7c8daf26c19b548f73a87a9f968bee89a8c19d937a5ad1327a3402d04,c75a25dc2d15a79055f1b582f2b91e9ff3e4b410ffb4ee4079fe77fe53657106,9c6cb112e250fa56c66bb881b4133d00f7c0634dcfbe37e37388b4853db5a4e3
2026-08-12T11:38:12.774094+00:00,scan,e9e757cd1cd5f69d3eada88a1f4816d431395f0974546d0571456f236890c85f,6cebd8472fb13176559f4f852c2b041eb8393bedae374fad82381d2f2d750251,ca1f8dc7c8daf26c19b548f73a87a9f968bee89a8c19d937a5ad1327a3402d04,9c6cb112e250fa56c66bb881b4133d00f7c0634dcfbe37e37388b4853db5a4e3,97130f1302a44d2204026e4d6ee40a3cdea99c7065b1e85a8b07ced5d000cc04
2026-08-12T21:40:27.108117+00:00,grade,e9e757cd1cd5f69d3eada88a1f4816d431395f0974546d0571456f236890c85f,12be6bd984def73258f754c35313cf0cde392423d6aa1fe5349e81f0871f24d1,b981bb119dab770fb4564ae693cc74126652d9dc0b32ad7fc8389364e25133ba,97130f1302a44d2204026e4d6ee40a3cdea99c7065b1e85a8b07ced5d000cc04,f58cb8d28fcf575b665a27489a7a20918754a5f4d03aa24583c43ecf34757fb8
2026-08-13T11:37:50.302025+00:00,scan,26edbbc7f1307b29d7b96a1daa094dcc3c5d18efa0e67dc91665d480a0a3405d,12be6bd984def73258f754c35313cf0cde392423d6aa1fe5349e81f0871f24d1,b981bb119dab770fb4564ae693cc74126652d9dc0b32ad7fc8389364e25133ba,f58cb8d28fcf575b665a27489a7a20918754a5f4d03aa24583c43ecf34757fb8,f4f09da814e9059acd4a8f2e20fc30d5310c0ce00854092352e7c0c9a1dd15e1
2026-08-13T21:40:01.455060+00:00,grade,26edbbc7f1307b29d7b96a1daa094dcc3c5d18efa0e67dc91665d480a0a3405d,38c2ab60672da217de545eb4fef0e26197d97fd5d80382f2940b791008d95791,9bd7b44b54d9bfd75a1ccdeb1365feb3ba366b188f125749796f49c7677d71a5,f4f09da814e9059acd4a8f2e20fc30d5310c0ce00854092352e7c0c9a1dd15e1,5e333a7d594ed0e9753e8c656aa5214a68e7ae01be23ba5d5c5f31ebefa2c9b5
2026-08-14T11:35:40.530222+00:00,scan,7655844554babe89672c11ad64e7ffae429d57bf099b9db110e5a78af508cd50,38c2ab60672da217de545eb4fef0e26197d97fd5d80382f2940b791008d95791,9bd7b44b54d9bfd75a1ccdeb1365feb3ba366b188f125749796f49c7677d71a5,5e333a7d594ed0e9753e8c656aa5214a68e7ae01be23ba5d5c5f31ebefa2c9b5,3b402feb0227537e73465697539156fe9a49b0d99ae44900af43a90848b063fd
2026-08-14T21:25:45.110187+00:00,grade,7655844554babe89672c11ad64e7ffae429d57bf099b9db110e5a78af508cd50,358c2f9d730bb8f141529a5943171b49d9baa5575321fa37e9370ec44dcbbcd8,5047ecbd0df60cdf7a1442a518b1308395f226b5c57b92623865dbffbae1d63d,3b402feb0227537e73465697539156fe9a49b0d99ae44900af43a90848b063fd,ae0b4a6d71ddea0c9a599b3e9d86bab793576d0eb1f0a30b3916a13fb2178946
2026-08-15T14:23:00.380085+00:00,report,7655844554babe89672c11ad64e7ffae429d57bf099b9db110e5a78af508cd50,358c2f9d730bb8f141529a5943171b49d9baa5575321fa37e9370ec44dcbbcd8,5047ecbd0df60cdf7a1442a518b1308395f226b5c57b92623865dbffbae1d63d,ae0b4a6d71ddea0c9a599b3e9d86bab793576d0eb1f0a30b3916a13fb2178946,4a1bb5429a751ec1103300c5529dd124b97329564b31fb94c38c2b3dbbd0fa5e
2026-08-17T11:15:11.385690+00:00,scan,5f186f8dc17e1f481a470e3672e385e15f285f5fa96f60b6d8d5fea824efbef7,358c2f9d730bb8f141529a5943171b49d9baa5575321fa37e9370ec44dcbbcd8,5047ecbd0df60cdf7a1442a518b1308395f226b5c57b92623865dbffbae1d63d,4a1bb5429a751ec1103300c5529dd124b97329564b31fb94c38c2b3dbbd0fa5e,9b7145a330064b480229738ef715294979ce6b4c79ffe3e82172b7d55a1e2cb3
2026-08-17T21:21:38.601921+00:00,grade,5f186f8dc17e1f481a470e3672e385e15f285f5fa96f60b6d8d5fea824efbef7,caa80d2f0797647f7fbb316f56b0362bcf2d60920ac5f5f3a34bcbda03c3e61a,31977c743190301841dfba04c9d1d922bc6d68f391d96e413a66b96ae0adb91f,9b7145a330064b480229738ef715294979ce6b4c79ffe3e82172b7d55a1e2cb3,2a7ae4626de3d4a6addf9e0db6a15fed2a694b024d017369af1a97f87137905d
2026-08-18T11:14:37.694025+00:00,scan,4c3014e236deaaad3bb48480a4c30eee98441f1362657079ef41e79d0ea60c05,caa80d2f0797647f7fbb316f56b0362bcf2d60920ac5f5f3a34bcbda03c3e61a,31977c743190301841dfba04c9d1d922bc6d68f391d96e413a66b96ae0adb91f,2a7ae4626de3d4a6addf9e0db6a15fed2a694b024d017369af1a97f87137905d,e9503cfe982909ef5f23b60137c63b6d23627ec6e6cbd6f47a717d29c936c3bc
2026-08-18T21:19:08.895154+00:00,grade,4c3014e236deaaad3bb48480a4c30eee98441f1362657079ef41e79d0ea60c05,04fa006e202148be655b66a14531f24bfad7da6bac5f0ef539e51174e6476a01,feb27c6fc357be6b5298bd722edeee3a65becd21d4c84b0b9a20cfa7beb90181,e9503cfe982909ef5f23b60137c63b6d23627ec6e6cbd6f47a717d29c936c3bc,9ce2b941ea77193a3cb300c27dd6dab94e1be01b01914c2462efd61b52a26e11
2026-08-19T11:14:25.482723+00:00,scan,8040e5b27ce4b5b33b12ae05dade375a448199d162eea2d39f191597b221cd35,04fa006e202148be655b66a14531f24bfad7da6bac5f0ef539e51174e6476a01,feb27c6fc357be6b5298bd722edeee3a65becd21d4c84b0b9a20cfa7beb90181,9ce2b941ea77193a3cb300c27dd6dab94e1be01b01914c2462efd61b52a26e11,fa6d21f630a6b612a368206ae4e3102c2ee23645a8baea867073894deae0b3ed
2026-08-19T21:20:46.199512+00:00,grade,8040e5b27ce4b5b33b12ae05dade375a448199d162eea2d39f191597b221cd35,ff73e4b6f4dc6c01f7c6cf809defdb1e8fdee3221e1e38e92aead55028fbaa6a,314221dc13fb434bc6e6c82b01495f2910441427734c4a0b33133ce0963a8dcb,fa6d21f630a6b612a368206ae4e3102c2ee23645a8baea867073894deae0b3ed,df59a862b0d0efa12a0aae02615b79ab9be43e4fa82a83f25a363b265ba81dbb
2026-08-20T11:15:55.999637+00:00,scan,9666945e77ab9b0491810ba9b8a5c056556a94fd8139f8095415b1ef1fc5a890,ff73e4b6f4dc6c01f7c6cf809defdb1e8fdee3221e1e38e92aead55028fbaa6a,314221dc13fb434bc6e6c82b01495f2910441427734c4a0b33133ce0963a8dcb,df59a862b0d0efa12a0aae02615b79ab9be43e4fa82a83f25a363b265ba81dbb,96fe7c2053eddd1a17d50e6f86ead53a019b2998176a32df7f7fbcc8f390d717
2026-08-20T21:23:01.728762+00:00,grade,9666945e77ab9b0491810ba9b8a5c056556a94fd8139f8095415b1ef1fc5a890,596450c3d2a75fbb996135fa1295b3d54ccf772443a0eb4378b4ade2c4d34c8f,fe747486daf42ee9209064183f17927f3ff3a0973981eadb217f1c20e70cb514,96fe7c2053eddd1a17d50e6f86ead53a019b2998176a32df7f7fbcc8f390d717,188dad2dbafee2d2f9832ed82243a5a6463957a897765867fcdfcc86333dfdb2
2026-08-21T11:15:39.106649+00:00,scan,73b3109ebc7bc54f2d3b6c11346f41da796970cc2e128cc948f9201b4f301986,596450c3d2a75fbb996135fa1295b3d54ccf772443a0eb4378b4ade2c4d34c8f,fe747486daf42ee9209064183f17927f3ff3a0973981eadb217f1c20e70cb514,188dad2dbafee2d2f9832ed82243a5a6463957a897765867fcdfcc86333dfdb2,db2a81883be171ff1104e8e538af67d99de2ad5f4a9f1f70c4cc34514146eb9f
2026-08-21T21:19:32.172989+00:00,grade,73b3109ebc7bc54f2d3b6c11346f41da796970cc2e128cc948f9201b4f301986,cda8ba043b49d80f9f7ff52121e685625669a9547a41c6f27c2a4bfd5af7cf55,f4461b3bff29aee3e752906d6fa3a2cde3eef9bd88686a9609e61e3efedef9fb,db2a81883be171ff1104e8e538af67d99de2ad5f4a9f1f70c4cc34514146eb9f,a56ddf91b84aa15414279ebefd3f4ade7f7f3b34f841b8497aaef9db89c13438
2026-08-22T14:21:48.615764+00:00,report,73b3109ebc7bc54f2d3b6c11346f41da796970cc2e128cc948f9201b4f301986,cda8ba043b49d80f9f7ff52121e685625669a9547a41c6f27c2a4bfd5af7cf55,f4461b3bff29aee3e752906d6fa3a2cde3eef9bd88686a9609e61e3efedef9fb,a56ddf91b84aa15414279ebefd3f4ade7f7f3b34f841b8497aaef9db89c13438,cbce260d29c385cdb635eaacabff61a9c441af3dc8b1e3f2792038dae4725f1c
2026-08-24T11:17:53.348545+00:00,scan,fd9887b6863f5872b78854c4bb9ee5b41e1698650b528ad1a0529e260794f3c4,cda8ba043b49d80f9f7ff52121e685625669a9547a41c6f27c2a4bfd5af7cf55,f4461b3bff29aee3e752906d6fa3a2cde3eef9bd88686a9609e61e3efedef9fb,cbce260d29c385cdb635eaacabff61a9c441af3dc8b1e3f2792038dae4725f1c,e72e97d11ee2f135d047b4a76169dc038e56e47610370bf028988f9bf9d3a40a
2026-08-24T21:24:10.515737+00:00,grade,fd9887b6863f5872b78854c4bb9ee5b41e1698650b528ad1a0529e260794f3c4,19352f0151268347a446b4e90834fae959d48afa1a5226b40759ed2444f87b37,f87acc9c91979ebda84e6913105ac599a08bc7eaeade0d83fc7ba7a0f73e9405,e72e97d11ee2f135d047b4a76169dc038e56e47610370bf028988f9bf9d3a40a,b5f634e87cc318069ffd969ec44c750a41e2ae8e96bcb86a6e43bbff27627ad9
2026-08-25T11:16:49.706615+00:00,scan,3d762c6c159d136e8c9d61f83babd226247dce01ff3283ee5822265465f17580,19352f0151268347a446b4e90834fae959d48afa1a5226b40759ed2444f87b37,f87acc9c91979ebda84e6913105ac599a08bc7eaeade0d83fc7ba7a0f73e9405,b5f634e87cc318069ffd969ec44c750a41e2ae8e96bcb86a6e43bbff27627ad9,1121bed8944d1dc6d6dbb9e7398d586205ba7db55b7ce281e058e5c97575a553
2026-08-25T21:22:51.883763+00:00,grade,3d762c6c159d136e8c9d61f83babd226247dce01ff3283ee5822265465f17580,b93d21a76c426af4b46dd7e24ce78f4c34a21bbd540cdfe460b0b1c5e2f79761,1412591a0c452902980f4f84ec49b90f976b7dbda0405f596bd34d70293bb8c5,1121bed8944d1dc6d6dbb9e7398d586205ba7db55b7ce281e058e5c97575a553,6fa72594e9e710dd27fac087491935598e1f756784c80081bbff824c13c44ed1
2026-08-26T11:19:03.131403+00:00,scan,ff9ebb61dfb7169034fd2cd029ec8cbcde6c298db5cf8a6905f16b31c50fcbcc,b93d21a76c426af4b46dd7e24ce78f4c34a21bbd540cdfe460b0b1c5e2f79761,1412591a0c452902980f4f84ec49b90f976b7dbda0405f596bd34d70293bb8c5,6fa72594e9e710dd27fac087491935598e1f756784c80081bbff824c13c44ed1,6b484e6474cd9f609de14ecb3515ae2a1ce86929b784e182dd4a4ae3c2581370
2026-08-27T00:24:45.895420+00:00,grade,ff9ebb61dfb7169034fd2cd029ec8cbcde6c298db5cf8a6905f16b31c50fcbcc,35303e1f5247296990d7e90d68941c79ce039b5b6d1bcb46fb5a15865be1a405,d01f4b2bb0ba1176891c6448f30241237d646f901da7252198d1ef94cac17bf9,6b484e6474cd9f609de14ecb3515ae2a1ce86929b784e182dd4a4ae3c2581370,cc68dd90b44a62ae08de6981ff43ad818c331bbe643e70579a63fd2233d5b967
2026-08-28T05:04:03.420771+00:00,grade,ff9ebb61dfb7169034fd2cd029ec8cbcde6c298db5cf8a6905f16b31c50fcbcc,856e6255dd9e8f64e0788457169a971b904b483f3aabb54819eaaa738963afde,1a9e7b7fd2f603ad1182bc931943cf8f9693572ee4a9f095fffcfc26d21d6515,cc68dd90b44a62ae08de6981ff43ad818c331bbe643e70579a63fd2233d5b967,225b005f81f62dcb3ccab2a161571b7aa1e427f76ca63baa0850a8594110cedf
2026-08-29T03:02:17.814218+00:00,grade,ff9ebb61dfb7169034fd2cd029ec8cbcde6c298db5cf8a6905f16b31c50fcbcc,39c9080ff3e76e047713890b11f1f04109ee95663d43eda5cfee27d7539b3b39,d0a3842052eb7aeb94c92eb934aad4a512ca95ba35c36c0507dd92558d83c41a,225b005f81f62dcb3ccab2a161571b7aa1e427f76ca63baa0850a8594110cedf,3bfb298b3f2507d57bfda74a528f66bfa4deb4dbe3d387597c22c664950332fc
2026-08-29T17:31:56.571987+00:00,report,ff9ebb61dfb7169034fd2cd029ec8cbcde6c298db5cf8a6905f16b31c50fcbcc,39c9080ff3e76e047713890b11f1f04109ee95663d43eda5cfee27d7539b3b39,d0a3842052eb7aeb94c92eb934aad4a512ca95ba35c36c0507dd92558d83c41a,3bfb298b3f2507d57bfda74a528f66bfa4deb4dbe3d387597c22c664950332fc,b2cc8df9a6f2b449f7bdb47b610a0df1ecb6e522fdca1722671d4b18ce593057
2026-09-01T00:20:34.789800+00:00,grade,ff9ebb61dfb7169034fd2cd029ec8cbcde6c298db5cf8a6905f16b31c50fcbcc,d0d1458e4ee4f416e630f6d4a5c828edab0dc48668e8eec3f5fdda9f1071a88f,aad8a522ba53097f0899abe93bb4d902d6baaae32385a3b57fa71d371cc258c6,b2cc8df9a6f2b449f7bdb47b610a0df1ecb6e522fdca1722671d4b18ce593057,5d895342ea42c38bd12d7e12681630c14c0f9c517c44ba42ec24b56f8c5f84fa
2026-09-01T22:57:44.531354+00:00,grade,ff9ebb61dfb7169034fd2cd029ec8cbcde6c298db5cf8a6905f16b31c50fcbcc,1bd7cb2f198a56aca516e9c9f9139da59c6c37e6407c27bc40f3287d1a37dfd9,9367a2f75a1a5ca2f9286956352eaa6fee55cddefcea9e064dbba63906997056,5d895342ea42c38bd12d7e12681630c14c0f9c517c44ba42ec24b56f8c5f84fa,ba462ff941a28eb3ad6da3ff28a4d3459c131f19e2fb3d43e4d6a6a22a2833ea
2026-09-02T22:57:22.511346+00:00,grade,ff9ebb61dfb7169034fd2cd029ec8cbcde6c298db5cf8a6905f16b31c50fcbcc,2a87110788f6cb3a07bf35674658ae8461d744c4e7170dec49a3acf2323e6f94,6bb9b1b15ebcb4fb640d6d6f08c2286e387f180c8ba626a976f83e36d7e395a2,ba462ff941a28eb3ad6da3ff28a4d3459c131f19e2fb3d43e4d6a6a22a2833ea,60ecc794cda112b9ae16d96f889ed616b99edd0c29135300ff4c3f5d6f466d1f
